,sequence_names,true_vals,pred_vals,Fold
287,>CHR21:20074076-20074276,0.210009641399109,-0.20374025,0
288,>CHR8:55034976-55035176,0.46872415008944,0.127344,0
289,>CHR10:131164240-131164440,0.910015342439772,0.4450418,0
290,>CHR7:70482655-70482855,0.269347845232331,-0.16979267,0
291,>CHR6:123678446-123678646,-0.0540457309141826,-0.35485587,0
292,>CHR5:143344376-143344576,0.00804974263667963,-0.32719168,0
293,>CHR19:19575286-19575486,1.38546279895139,-0.39147544,0
294,>CHR11:957200-957400,-0.0729324221597842,-0.26148146,0
295,>CHR14:106267626-106267826,-1.01130471571021,-0.15602086,0
296,>CHR8:42231916-42232116,-0.0742969632471317,0.11537443,0
297,>CHR7:15447636-15447836,1.50367365331774,-0.008137483,0
298,>CHR1:225444875-225445075,-0.117144593323835,-0.5052599,0
299,>CHR6:14930855-14931055,-0.290995312310844,-0.25249326,0
300,>CHR19:45169116-45169316,0.0203490187531486,-0.2683131,0
301,>CHR1:247284815-247285015,-0.0508798372341898,-0.23466022,0
302,>CHR14:73314515-73314715,-0.112056878182565,-0.01495387,0
303,>CHR9:39033905-39034105,-0.163853923074374,-0.6702845,0
304,>CHR8:142526786-142526986,-0.739564203452236,-0.3262537,0
305,>CHR15:26876316-26876516,-0.0708522123143719,-0.14068656,0
306,>CHR6:158607156-158607356,0.0609412138275226,-0.41437057,0
307,>CHR10:82498475-82498675,0.123508314825624,-0.48696154,0
308,>CHR6:159108075-159108275,-0.548867169643172,-0.45722052,0
309,>CHR1:26010055-26010255,0.216937837621101,-0.25696295,0
310,>CHR1:114916695-114916895,-0.176622501720865,-0.047466774,0
311,>CHR6:97671876-97672076,-0.0665052208124275,-0.20539413,0
312,>CHR17:2220195-2220395,-0.0697083390080947,-0.09848522,0
313,>CHR6:155407895-155408095,-0.0151330918977438,-0.28839496,0
314,>CHR7:116294976-116295176,0.595829711294411,-0.41659102,0
315,>CHR2:55786556-55786756,0.185763041414503,-0.048633832,0
316,>CHR3:111791495-111791695,0.322149052204379,-0.38443863,0
317,>CHR15:45447975-45448175,0.530475084331129,-0.42900488,0
318,>CHR10:134893656-134893856,-0.382544936811912,-0.38493285,0
319,>CHR17:32080575-32080775,-0.0510500056018461,-0.27596328,0
320,>CHR2:82464536-82464736,0.00962291980482727,-0.38426372,0
321,>CHR19:1051536-1051736,-0.694157402663644,-0.21716745,0
322,>CHR6:84548546-84548746,-0.25369899555836,-0.29777345,0
323,>CHR6:170247495-170247695,0.764344282882341,0.012933504,0
324,>CHR7:1390815-1391015,-5.14404616088271,-2.5627646,0
325,>CHR3:142412235-142412435,-0.170404113386674,0.032120895,0
326,>CHR12:33079936-33080136,-0.160196804061654,0.17659737,0
327,>CHR3:76926736-76926936,-0.293006611051878,-0.19046365,0
328,>CHR11:101012236-101012436,-0.542771114470795,-0.68965626,0
329,>CHR5:134414775-134414975,0.103043209908626,-0.21159135,0
330,>CHR12:131153855-131154055,0.522561797854745,0.2554761,0
331,>CHR3:72655276-72655476,-0.200851641636075,-0.11293812,0
332,>CHR7:148034436-148034636,0.0614085457114932,0.1897979,0
333,>CHR12:70123835-70124035,-0.138456857959244,-0.040812183,0
334,>CHR8:127107396-127107596,0.241267890650272,-0.20177738,0
335,>CHR10:34338856-34339056,0.288362444221816,0.23506944,0
336,>CHR18:29019895-29020095,0.0916457236714711,-0.25330004,0
337,>CHR18:43538776-43538976,0.443921848126403,-0.49698722,0
338,>CHR4:142811556-142811756,0.00381364879817484,-0.55385756,0
339,>CHR1:156000396-156000596,-0.0278075024154156,0.08728723,0
340,>CHR5:35233775-35233975,0.655316000614718,-0.11450522,0
341,>CHR5:145511855-145512055,0.238748382742906,-0.3987966,0
342,>CHR20:53749055-53749255,-0.525818363100176,-0.38805026,0
343,>CHR5:112923876-112924076,0.254991755825309,-0.4314627,0
344,>CHR6:24497500-24497700,0.0233068078401976,-0.25222275,0
345,>CHR10:3424996-3425196,0.106512961813777,-0.2872515,0
346,>CHR5:105947256-105947456,0.290860488640872,-0.7113224,0
347,>CHR3:194160055-194160255,-0.429231547701483,-0.4409975,0
348,>CHR4:80649255-80649455,0.271324221665518,-0.4202188,0
349,>CHR1:226051876-226052076,-0.441307327654776,-0.27005473,0
350,>CHR12:29219255-29219455,0.618549126364567,-0.18805341,0
351,>CHR7:35871496-35871696,-0.0749529756937661,-0.075014964,0
352,>CHR20:44477966-44478166,-1.90680583466136,-1.0393729,0
353,>CHR11:45599975-45600175,0.173933658217762,-0.025203872,0
354,>CHR2:128528635-128528835,-0.52833278421158,-0.2921774,0
355,>CHR2:79281996-79282196,1.16888215932194,-0.5703697,0
356,>CHR3:122948006-122948206,-0.999520801127017,-0.51510656,0
357,>CHR6:125470786-125470986,0.114968980216064,-0.26357177,0
358,>CHR1:2569476-2569676,-0.176450097150188,-0.32548437,0
359,>CHR7:35070596-35070796,-0.147479506478804,-0.29383877,0
360,>CHR7:37256276-37256476,0.0420791392278851,-0.34544924,0
361,>CHR12:44311756-44311956,-0.363632760796761,-0.46963254,0
362,>CHR15:99752695-99752895,0.488176748879016,-0.22018377,0
363,>CHR8:125124415-125124615,0.0048169492064344,-0.047275353,0
364,>CHR14:92500745-92500945,0.0928246889062274,-0.19744022,0
365,>CHR12:54842225-54842425,-0.183683538395405,-0.19839604,0
366,>CHR15:28191455-28191655,0.076301828894254,-0.10323317,0
367,>CHR3:139516656-139516856,-1.31805051798333,-0.42354682,0
368,>CHR12:70406535-70406735,-0.235378113268376,-0.26135722,0
369,>CHR4:69977776-69977976,0.237551991510686,-0.6551273,0
370,>CHR20:45678515-45678715,-0.206121606280311,-0.08413167,0
371,>CHR17:47275655-47275855,-0.136947558521987,-0.27001575,0
372,>CHR6:73398875-73399075,0.294201709980251,-0.048973966,0
373,>CHR14:25395075-25395275,-0.062032802401017,-0.22147863,0
374,>CHR5:100003096-100003296,-0.174937541240493,-0.31191882,0
375,>CHR12:96487535-96487735,0.048141867526631,-0.071946666,0
376,>CHR2:87992516-87992716,0.0202077938306171,-0.18311706,0
377,>CHR4:65303416-65303616,1.11816004249154,-0.58775616,0
378,>CHR3:67519075-67519275,0.522911724320011,-0.26177937,0
379,>CHR1:1218540-1218740,-0.158579125930186,0.033892494,0
380,>CHR16:263096-263296,0.00411118658774354,-0.46600762,0
381,>CHR11:129907045-129907245,-0.490802802457762,-0.36358106,0
382,>CHR10:64966135-64966335,-0.57235233280026,-0.7416175,0
383,>CHR12:120871295-120871495,-0.647800311468946,-0.2465132,0
384,>CHR10:76547275-76547475,-0.183655993355677,-0.1955166,0
385,>CHR12:102788135-102788335,-0.09503838254073,-0.049881477,0
386,>CHR16:28344036-28344236,-0.498910683132076,-0.30704668,0
387,>CHR9:115894206-115894406,-0.140399420676539,-0.37947914,0
388,>CHR21:47020735-47020935,-0.578069686389151,-0.33499017,0
389,>CHR2:135394395-135394595,-0.0291430628816669,-0.5508729,0
390,>CHR6:160117896-160118096,0.20762383131573,-0.024928201,0
391,>CHR7:140565415-140565615,-0.520093581986656,-0.5281599,0
392,>CHR5:146270416-146270616,0.216070346598865,-0.27980047,0
393,>CHR12:93654555-93654755,-0.585687786489462,-0.17616536,0
394,>CHR6:154746236-154746436,-0.076059880428577,-0.43878356,0
395,>CHR14:59904955-59905155,-0.238291129348292,-0.27101144,0
396,>CHR11:108107376-108107576,-0.773011840811784,-0.59451914,0
397,>CHR1:184753016-184753216,0.0865536002632262,-0.2794785,0
398,>CHR6:68576516-68576716,-0.202701231594446,-0.18975534,0
399,>CHR7:75881455-75881655,-0.414209551184095,-0.23982409,0
400,>CHR6:14559275-14559475,0.19587701029641,-0.4597558,0
401,>CHR6:36580935-36581135,-0.174362848719598,-0.27956465,0
402,>CHR2:150939955-150940155,-0.295341171704875,-0.2654111,0
403,>CHR1:222303596-222303796,0.352895942961114,0.559708,0
404,>CHR7:70358475-70358675,0.0643855107621265,-0.15496658,0
405,>CHR5:119131496-119131696,0.297097669346938,-0.5410452,0
406,>CHR21:19511276-19511476,0.258301279906671,-0.022981007,0
407,>CHR4:46091796-46091996,0.0355538687548684,-0.16055183,0
408,>CHR19:7113376-7113576,-0.993642487668611,-0.33213907,0
409,>CHR22:38994556-38994756,-0.593016364781639,-0.026806165,0
410,>CHR7:23798556-23798756,0.148414317974855,-0.34479755,0
411,>CHR1:190231776-190231976,-1.56241967336394,-0.89636636,0
